APPLICATION_NUMBER,TARGET
123606274,0.019394195
123685539,0.09087674
123712086,0.022866849
123439493,0.08250501
123725031,0.04793227
123438049,0.03133442
123499584,0.06181305
123694174,0.14683278
123573618,0.07829595
123496241,0.10028175
123452939,0.022851538
123618852,0.1003921
123492311,0.16522133
123493216,0.25107232
123534290,0.29647133
123490413,0.031298693
123674282,0.11277436
123555380,0.19547868
123456321,0.031040529
123536170,0.028548345
123652190,0.23369287
123552380,0.18099712
123495749,0.02929304
123665864,0.22647038
123597405,0.019947216
123496507,0.024238171
123482113,0.016919611
123462055,0.022320969
123682157,0.024984797
123703385,0.040786188
123432509,0.0077784345
123630016,0.1723449
123506364,0.080231845
123680991,0.011911794
123496863,0.06343283
123714126,0.019547526
123588643,0.056149304
123577735,0.013091138
123499268,0.092210494
123713945,0.033831913
123430500,0.048091583
123504335,0.26676816
123576696,0.16741958
123703429,0.097468905
123698704,0.023206348
123665335,0.0633061
123569862,0.041317113
123485895,0.009315664
123679092,0.059068654
123656332,0.023188217
123705996,0.21175146
123701874,0.062965
123653512,0.051376645
123536231,0.2691358
123479428,0.03348797
123630707,0.082313575
123619817,0.0549036
123681462,0.08252853
123611410,0.061950088
123564670,0.0518622
123459040,0.03679226
123726057,0.07969824
123624839,0.20099084
123575870,0.06635539
123561429,0.28321245
123519183,0.028773282
123519881,0.083681956
123727183,0.07920407
123622905,0.032963064
123609128,0.20429428
123683566,0.24833475
123606681,0.33268103
123652413,0.020973366
123708269,0.15162465
123711013,0.0076214
123556691,0.01778408
123721561,0.1470279
123702835,0.13466693
123483517,0.16463996
123725101,0.09629115
123658312,0.06590306
123703391,0.121480726
123498197,0.14997983
123449019,0.09886403
123653882,0.09963342
123586486,0.015317796
123610487,0.16315903
123679327,0.025242949
123673392,0.02325961
123661393,0.059246037
123457415,0.05551883
123659635,0.016319433
123634239,0.02539791
123430996,0.051346987
123671944,0.13983439
123598860,0.03666896
123614404,0.0806558
123552108,0.0943133
123575779,0.03962942
123606379,0.059254475
123676060,0.08045948
123548820,0.08256372
123485786,0.022529572
123503051,0.23895001
123664515,0.085645
123598454,0.08656859
123559220,0.19008207
123525508,0.042590253
123461947,0.06603831
123628510,0.08263794
123444892,0.13788728
123598346,0.07997612
123602122,0.042392246
123548716,0.08212332
123637505,0.06902253
123612575,0.04671245
123462279,0.035850834
123592793,0.08421008
123582892,0.079109296
123611064,0.029446796
123614860,0.083594404
123596548,0.14497049
123643469,0.019103287
123494414,0.027084818
123483589,0.011913936
123556084,0.13616334
123721051,0.009121
123450541,0.092021346
123437585,0.050457716
123481754,0.037895832
123649740,0.0823078
123527684,0.18671086
123429040,0.37451506
123449777,0.04566141
123495100,0.05725401
123557624,0.1640648
123481937,0.0083178645
123718429,0.1772729
123663519,0.02807258
123540365,0.013197572
123444261,0.0841921
123622149,0.041881155
123650637,0.020538274
123534000,0.08306356
123600570,0.12785539
123646237,0.021894941
123454388,0.093631044
123454153,0.2044441
123644089,0.08198384
123555068,0.056309815
123698426,0.08995532
123433404,0.045803476
123546695,0.1009621
123505780,0.09299279
123685819,0.30162737
123608882,0.017681384
123696828,0.08323957
123678755,0.08779628
123545322,0.16308415
123541941,0.21892036
123451395,0.051890578
123439808,0.12784858
123571852,0.081720054
123691980,0.048217498
123550091,0.082053654
123442292,0.11713395
123709056,0.013214873
123641420,0.009699932
123682623,0.10167915
123495589,0.00958667
123463445,0.03455421
123684118,0.027047591
123489465,0.076705344
123604190,0.018830713
123607874,0.049042147
123679172,0.07698955
123646934,0.083507076
123606470,0.04979385
123729142,0.10563634
123483737,0.45953456
123654607,0.14994167
123485407,0.040934976
123440884,0.02659646
123555440,0.031161817
123646150,0.024886986
123633529,0.04150435
123572586,0.25369862
123529503,0.06545819
123650583,0.027987268
123677020,0.044551633
123516094,0.09892964
123696710,0.07729899
123531119,0.08868761
123660355,0.11570264
123657909,0.07519163
123606420,0.090318516
123513779,0.025043342
123449847,0.077910475
123713224,0.16946279
123579200,0.15357038
123565369,0.30193207
123476809,0.038238347
123636722,0.06575908
123581037,0.20540039
123541854,0.03628147
123636367,0.08834023
123725987,0.22231483
123717848,0.07814855
123544418,0.08469443
123543619,0.030681306
123602606,0.014623189
123455879,0.25498587
123601295,0.22702935
123538958,0.074807726
123462587,0.022596812
123677363,0.08212451
123644689,0.011809063
123577809,0.01596448
123462593,0.026155788
123639102,0.023428945
123611080,0.037206523
123669243,0.14776608
123450935,0.031871624
123678610,0.26561046
123673769,0.041359458
123615898,0.17199063
123579560,0.025446728
123659815,0.011182207
123543624,0.017153358
123699678,0.027909849
123431269,0.024084402
123707544,0.021751136
123681853,0.050687972
123429058,0.036810063
123588610,0.27217135
123590900,0.015584508
123507575,0.030462984
123698605,0.1320675
123564683,0.09432912
123540755,0.094955444
123642649,0.09942945
123533582,0.039296158
123549528,0.021695543
123661951,0.023135504
123660285,0.2394443
123656929,0.136758
123503600,0.09192866
123707699,0.16803229
123661001,0.029753437
123608825,0.026976448
123693693,0.5897445
123486091,0.2182113
123703910,0.03015466
123425443,0.07773445
123484321,0.015522094
123559404,0.22667585
123504246,0.0727117
123477217,0.04723202
123689685,0.2881797
123523123,0.15114231
123459313,0.050759625
123520611,0.10701914
123427062,0.053926717
123559891,0.28880596
123613692,0.05374443
123656988,0.020368936
123703706,0.078690246
123551214,0.07551225
123615994,0.027102184
123688273,0.019321963
123666976,0.1475826
123513114,0.26653254
123604250,0.03614801
123654082,0.024542408
123636224,0.43557265
123549108,0.028400004
123672991,0.09966009
123687822,0.08703752
123464046,0.035709012
123695595,0.042891305
123671167,0.14425851
123603658,0.019615402
123513251,0.09027737
123710906,0.09518536
123675318,0.032244585
123463870,0.115501784
123607824,0.123453744
123472971,0.026296029
123690383,0.2128342
123636762,0.094164714
123524861,0.095478214
123490002,0.0073294127
123587773,0.05527461
123466912,0.17688535
123708859,0.051099546
123518418,0.09779424
123719527,0.1332032
123642704,0.017729238
123555993,0.092652954
123590906,0.02488075
123484942,0.15336819
123628018,0.02284393
123462260,0.03956289
123484840,0.063162126
123563842,0.08982675
123433369,0.023873666
123726753,0.021601701
123516134,0.516121
123686218,0.23751776
123553259,0.040692993
123497350,0.06365676
123584871,0.032639712
123712125,0.013234017
123484061,0.09330613
123625893,0.09048933
123646920,0.07778942
123451446,0.029849073
123442361,0.09771658
123641678,0.14033428
123633617,0.032617513
123680919,0.091284074
123497969,0.2999001
123483126,0.026205067
123495547,0.04075039
123688483,0.05438038
123502232,0.094371095
123689548,0.023953369
123502280,0.042664368
123487175,0.16651347
123547383,0.02689794
123506275,0.08293282
123717674,0.100820854
123583718,0.04619
123686611,0.32176337
123643251,0.018722767
123595365,0.017411465
123683581,0.06911117
123479608,0.037834667
123455648,0.023430413
123715984,0.08268584
123466804,0.033299126
123677928,0.18325405
123437685,0.036443282
123545142,0.22950032
123683585,0.083289735
123589632,0.044902883
123675679,0.016246108
123718435,0.12570246
123585349,0.1158722
123541700,0.101896405
123455139,0.082134254
123708637,0.084210165
123474266,0.076699205
123541029,0.05045173
123568092,0.08522887
123508233,0.077836856
123504509,0.13438581
123447772,0.2317033
123698273,0.12666534
123611178,0.05167978
123504186,0.054392073
123672763,0.21773612
123455628,0.21146621
123641502,0.016221536
123643766,0.02533719
123472157,0.047591627
123552163,0.13136183
123489059,0.1862739
123681260,0.08771432
123726514,0.085171446
123561588,0.03889698
123549881,0.06854862
123591467,0.08293282
123500488,0.17867075
123648638,0.08260171
123674636,0.08394248
123662102,0.032054547
123575264,0.013823904
123529009,0.3373999
123608559,0.028594414
123485249,0.02570018
123681243,0.02026619
123446133,0.009119271
123660290,0.107441664
123555612,0.025228828
123628689,0.016877536
123701642,0.07200377
123449748,0.08501317
123698107,0.18209727
123428876,0.032269843
123512528,0.1473675
123426953,0.08058693
123622629,0.018411595
123606664,0.10277837
123704197,0.104626
123728712,0.011147624
123432742,0.12889777
123522497,0.4010055
123572320,0.020642923
123723551,0.081320696
123697955,0.07852466
123672276,0.064655595
123549105,0.14505377
123603391,0.0902737
123638144,0.028004462
123700677,0.031629104
123514036,0.055802796
123646327,0.14188126
123503794,0.03946092
123662732,0.036284737
123598450,0.03719413
123660430,0.14311562
123472390,0.016216654
123580504,0.091963835
123456003,0.1052747
123560738,0.11580331
123502102,0.0365913
123511260,0.14020847
123682993,0.07168852
123675526,0.031282466
123536093,0.10264569
123708572,0.028662989
123474070,0.08626597
123446701,0.5352785
123600179,0.08439881
123503541,0.049743883
123659318,0.20560881
123487844,0.23506741
123520561,0.18602146
123710379,0.049830258
123531572,0.061262015
123721710,0.078447595
123474989,0.10620238
123562118,0.09606715
123614083,0.20714907
123469707,0.0055634524
123697586,0.058007468
123701436,0.024916062
123429123,0.033251375
123506473,0.12603389
123497814,0.08415009
123641541,0.08293282
123662084,0.022434441
123687027,0.08293282
123597400,0.091190375
123479695,0.08985265
123724131,0.084510826
123728483,0.16185682
123651501,0.020878052
123560993,0.012286978
123460330,0.10249778
123500844,0.008915339
123481830,0.02848217
123688931,0.021865744
123458045,0.068944104
123548288,0.02792951
123712411,0.084844865
123534032,0.072487734
123590530,0.46302992
123539826,0.079845496
123462257,0.060760725
123516883,0.08067433
123462841,0.08409252
123682283,0.06452683
123605712,0.08270068
123712724,0.16863367
123611258,0.016433742
123713754,0.009470987
123656940,0.04286335
123460399,0.460121
123548908,0.028439503
123607111,0.017261107
123648829,0.039103348
123489790,0.08285485
123516591,0.051863033
123715652,0.010468441
123667136,0.42499772
123426441,0.031756558
123567100,0.050797675
123636640,0.013261803
123683319,0.087550804
123480631,0.27829683
123452366,0.39888626
123593673,0.21931316
123484710,0.09357582
123447029,0.11503113
123512390,0.08366458
123655783,0.06561677
123503839,0.025500337
123524459,0.07079363
123692537,0.04502207
123674493,0.08742016
123626995,0.052996937
123646065,0.025520017
123588860,0.043886065
123490970,0.026352253
123460998,0.34885815
123592408,0.0795527
123668387,0.09071676
123458611,0.02356616
123683945,0.09367107
123431278,0.18738393
123624516,0.08927445
123725812,0.0780192
123484993,0.09284367
123617117,0.027171472
123700209,0.01856086
123640339,0.05523785
123623221,0.10189645
123474436,0.346335
123424224,0.021770032
123603341,0.01923767
123427002,0.22279373
123511220,0.055016425
123495861,0.01127247
123472896,0.020816555
123683272,0.013761112
123446981,0.25489628
123445284,0.058359373
123723277,0.013845806
123513384,0.09514274
123497583,0.012488292
123593403,0.047179244
123711622,0.026431616
123557983,0.059390455
123560199,0.059226472
123497169,0.08293282
123706240,0.042123415
123441885,0.17590912
123577895,0.06168803
123434208,0.09423792
123667148,0.06401486
123677646,0.15656002
123615438,0.011582166
123465339,0.12358141
123723129,0.045012016
123711723,0.017151818
123549425,0.15640078
123632916,0.079540335
123489359,0.07017487
123471284,0.06976203
123490149,0.01771735
123513904,0.07914265
123661331,0.16456056
123651707,0.081539206
123431964,0.048118208
123561580,0.08576948
123423914,0.08097671
123525517,0.16474673
123694116,0.05438644
123545478,0.035749637
123460486,0.05641102
123617285,0.16853006
123683345,0.036155123
123563520,0.08441533
123545623,0.061442453
123659708,0.05203079
123487408,0.061908245
123430381,0.08475918
123686050,0.1611877
123466023,0.39476323
123496372,0.09076618
123710487,0.09123921
123523278,0.07926261
123563801,0.09061401
123594630,0.14386833
123591505,0.021381866
123627606,0.035680555
123562845,0.055148583
123500129,0.0074948003
123525504,0.0266353
123545896,0.057166915
123598432,0.038806587
123694370,0.01437476
123470914,0.09818516
123725230,0.16775124
123638132,0.05070029
123501810,0.046189554
123687802,0.02044803
123520410,0.022992799
123625340,0.08579103
123563024,0.0818848
123430624,0.049235992
123723356,0.055372857
123653832,0.045325857
123483475,0.085227676
123481395,0.09513955
123520795,0.08590794
123615551,0.09893513
123661703,0.01139961
123705089,0.03308272
123506782,0.06906785
123513967,0.11081709
123711665,0.06874967
123644552,0.22198236
123574590,0.08107204
123645220,0.015814675
123677049,0.09653499
123622217,0.05104987
123655170,0.19729891
123696520,0.028699387
123523436,0.08063046
123468901,0.08889801
123553957,0.02670449
123606581,0.014333071
123662951,0.021687472
123593521,0.08086618
123702554,0.022080366
123634317,0.13628297
123431145,0.08809345
123500453,0.11240891
123685563,0.08814596
123615634,0.017997358
123502153,0.08588086
123664077,0.06262753
123708177,0.06833976
123682256,0.027335318
123588341,0.012333669
123511184,0.07884284
123429269,0.14511685
123498521,0.031210015
123537586,0.12142135
123681117,0.044120397
123596493,0.012729978
123658300,0.07747404
123709501,0.034922466
123496273,0.05219626
123723019,0.056813944
123482318,0.19386756
123526259,0.018661857
123705779,0.08417394
123667833,0.13352816
123603271,0.025500294
123458013,0.07562369
123632008,0.030608589
123497510,0.062059615
123464710,0.06651614
123450887,0.044064734
123640299,0.06204089
123506424,0.016733719
123692166,0.28428715
123722872,0.023555964
123469741,0.084400274
123721822,0.011492506
123479322,0.010768839
123560630,0.010978617
123690135,0.13389318
123637633,0.10123519
123710903,0.010271494
123628953,0.07965003
123717785,0.04415127
123712076,0.2708213
123440716,0.12675287
123498192,0.041471396
123647650,0.2201965
123719236,0.046617985
123610273,0.018486934
123551965,0.09050452
123445344,0.09777429
123608326,0.088861026
123646851,0.07932595
123592537,0.08512657
123588283,0.0932004
123662168,0.017201466
123535110,0.014203048
123702226,0.029563349
123624818,0.026519557
123559225,0.08211021
123692570,0.026736243
123684868,0.037991274
123672752,0.03165098
123656030,0.09161595
123665331,0.052632157
123485254,0.061374336
123563802,0.04861782
123681456,0.005800015
123448002,0.017452767
123427456,0.014975541
123591217,0.08200482
123613415,0.06631779
123553837,0.09642253
123681130,0.05150559
123719358,0.030286072
123622820,0.033639025
123543843,0.08145811
123485796,0.061997477
123682895,0.061389532
123446003,0.07647543
123466339,0.0393543
123653342,0.07787185
123432760,0.10475279
123717479,0.22497141
123538412,0.07507119
123690927,0.06344729
123528739,0.03857867
123625962,0.1798549
123645363,0.04257349
123508617,0.14536463
123455450,0.008587083
123539196,0.06253649
123728144,0.16909298
123622702,0.061539195
123640741,0.014050512
123680812,0.04081341
123702168,0.017026426
123687171,0.040614955
123611957,0.08200619
123483404,0.037961785
123625287,0.074848376
123462798,0.02595942
123505170,0.026206676
123484538,0.093105674
123685886,0.21207024
123531897,0.50092113
123559443,0.111418284
123673349,0.06461032
123624051,0.017592702
123681003,0.051554445
123513409,0.01204715
123701394,0.17486347
123480096,0.08325143
123705345,0.19468065
123712856,0.020651532
123648649,0.011463674
123666212,0.27080446
123571097,0.019855173
123435811,0.18051325
123478450,0.08672082
123667608,0.14327562
123721307,0.12092231
123587981,0.054661255
123613525,0.023599556
123707621,0.054459006
123667583,0.07969202
123498755,0.3077943
123620409,0.065175004
123570958,0.08598568
123429920,0.24868228
123532534,0.0848562
123443310,0.09007181
123672562,0.022645706
123633744,0.0089747105
123500529,0.10212602
123523887,0.055883553
123484387,0.08967798
123604630,0.06759637
123565692,0.024287086
123540898,0.045612816
123645888,0.090621166
123519541,0.06048762
123564581,0.120750956
123503368,0.11901766
123596015,0.044149093
123445358,0.29064232
123610988,0.075765915
123711095,0.06355936
123437761,0.060845364
123430796,0.0576591
123538507,0.08109183
123719796,0.08395212
123586990,0.0821868
123503459,0.038990233
123524785,0.072948806
123535311,0.064270206
123441137,0.03062048
123457332,0.10943131
123469710,0.05097894
123622591,0.01567363
123543042,0.39562413
123684355,0.37433714
123467301,0.072095215
123573461,0.096572734
123569617,0.0079687545
123559306,0.066610165
123613245,0.014931192
123622845,0.09445169
123503443,0.03757119
123566575,0.025313085
123684269,0.03407785
123673910,0.18009831
123515000,0.014359338
123721433,0.08714123
123464374,0.06373556
123484635,0.3191326
123518190,0.08465874
123494279,0.07669798
123432539,0.106929675
123606566,0.04197934
123569415,0.1238889
123525573,0.013915579
123626449,0.040451955
123484944,0.054198332
123658126,0.025220376
123682788,0.045063186
123488689,0.080641225
123599820,0.021269051
123503635,0.08370958
123653316,0.08161478
123729002,0.046321172
123636260,0.026253756
123556742,0.03887272
123609994,0.07803125
123504935,0.027240219
123568556,0.086007915
123461557,0.09436607
123718353,0.08390748
123477634,0.109395824
123488922,0.09761814
123511328,0.05908849
123451298,0.19032538
123647843,0.03167508
123723230,0.13406447
123469512,0.048059046
123712495,0.06084851
123567727,0.08565848
123531976,0.08725435
123689093,0.09000669
123652390,0.034514274
123438214,0.09286992
123427015,0.092803545
123620700,0.08185069
123460980,0.02384902
123510475,0.0057908185
123583795,0.016958108
123611575,0.091220535
123635551,0.03685156
123471116,0.014017769
123473869,0.1224607
123600664,0.052547965
123443238,0.034348067
123448663,0.10981163
123612156,0.12828995
123564264,0.19223414
123700636,0.036905017
123500755,0.032871533
123539851,0.06879412
123709208,0.043240644
123634565,0.095368825
123704199,0.08475649
123677517,0.013465111
123641308,0.14379525
123575475,0.07828795
123477344,0.046797037
123639162,0.04576279
123464061,0.09252733
123718022,0.08314149
123580721,0.021591725
123730553,0.07120011
123702949,0.08229957
123582560,0.07814538
123681224,0.09680522
123536012,0.08735859
123553977,0.18538377
123509498,0.08828409
123575303,0.03744823
123663659,0.03655803
123642468,0.08317469
123551379,0.11082915
123690274,0.12174325
123582933,0.02746976
123704434,0.086361885
123543153,0.06486373
123611592,0.03442588
123471822,0.08227808
123521368,0.04234608
123567205,0.046033584
123553343,0.08398288
123665258,0.0958497
123536194,0.0106721055
123550743,0.08956974
123426016,0.023192627
123463965,0.19118632
123679861,0.13737418
123485456,0.051941805
123527072,0.08940341
123563372,0.013768288
123698307,0.013950526
123425312,0.16128431
123443252,0.11543351
123424754,0.030867923
123622070,0.06319571
123589723,0.089877605
123690404,0.087005
123538450,0.050604943
123571351,0.016571661
123646602,0.08092015
123678235,0.017304692
123610129,0.029882565
123696830,0.047696266
123560045,0.034812383
123677875,0.08255995
123552394,0.15339282
123575490,0.08195318
123498168,0.063367024
123526069,0.022392197
123441936,0.22014554
123543604,0.04541732
123713377,0.09740579
123612016,0.08456372
123458250,0.01199161
123555717,0.08714479
123507063,0.19205384
123696736,0.035021883
123671624,0.026639763
123472799,0.15843272
123434930,0.034168027
123537945,0.048128933
123651729,0.067344435
123661825,0.033254903
123716415,0.17507374
123548301,0.02646913
123703133,0.037847377
123645430,0.08976196
123551462,0.08343398
123635652,0.105589986
123674535,0.068480045
123541903,0.03950582
123584524,0.024166629
123717038,0.08241224
123496222,0.07045971
123601177,0.117787465
123726084,0.09584135
123510439,0.008951855
123679886,0.080270216
123663564,0.09878967
123569677,0.023162972
123493134,0.044287372
123561599,0.029357105
123447534,0.08189522
123571650,0.15341987
123638402,0.094143376
123663134,0.12661828
123458923,0.033251625
123595360,0.08149118
123441018,0.03903914
123478328,0.2815029
123634304,0.044491325
123452887,0.2714786
123568020,0.0858175
123579837,0.054629605
123496691,0.09808465
123681725,0.03664624
123437468,0.0094160205
123547768,0.13168761
123684987,0.053625386
123436520,0.10648834
123594456,0.08422484
123724413,0.19893932
123619548,0.09187718
123693063,0.027949804
123587438,0.08242278
123424744,0.21993093
123446829,0.030343533
123605167,0.010653089
123670729,0.03125203
123720007,0.022492032
123452160,0.031647913
123524213,0.0798776
123503897,0.068436295
123727947,0.02506131
123641100,0.08732209
123599939,0.06953932
123542826,0.06915554
123551425,0.034669075
123433780,0.12546052
123482710,0.08422756
123515655,0.18909204
123445733,0.08168189
123449709,0.08293282
123520353,0.06158365
123498086,0.047857266
123455891,0.055554707
123481995,0.0259449
123537350,0.09424568
123697606,0.07330004
123671367,0.12757775
123617348,0.093850575
123617098,0.026889237
123488818,0.067108646
123462169,0.060888715
123629612,0.15510397
123524642,0.013772977
123467152,0.074468814
123581387,0.19021244
123599167,0.08138328
123646472,0.14761277
123575630,0.038511794
123650661,0.04693658
123557073,0.094086364
123721093,0.0750183
123621593,0.02842715
123592738,0.024106817
123722042,0.025252108
123500072,0.08123777
123663330,0.046282522
123519511,0.081118755
123448037,0.08869784
123513616,0.12636657
123603051,0.02347626
123533015,0.049704663
123464390,0.025524711
123682858,0.039854076
123622200,0.028161677
123585250,0.09667794
123680236,0.037710637
123672432,0.03941632
123605691,0.07823242
123724856,0.100702845
123612763,0.0823601
123594350,0.44502828
123715455,0.005757723
123604536,0.0151169
123531918,0.0063463463
123505482,0.070238754
123686854,0.020784436
123643369,0.07553359
123485069,0.21506122
123641907,0.09405518
123629633,0.017399004
123691622,0.16071591
123435104,0.2691879
123598286,0.089560665
123552575,0.058932845
123515065,0.096861616
123713098,0.03446102
123686226,0.040441237
123494091,0.11043657
123580865,0.09220408
123499257,0.019690335
123592715,0.007590909
123722021,0.03651027
123517539,0.025040882
123659626,0.042353608
123542181,0.04886586
123669622,0.09917782
123693278,0.0493182
123619825,0.06470731
123431188,0.042889595
123640966,0.03180054
123713721,0.16153534
123450286,0.053524222
123632957,0.03642082
123544800,0.017121183
123681029,0.1581992
123492598,0.030826837
123559161,0.043926228
123586562,0.062739655
123501044,0.1660577
123711790,0.28795436
123542242,0.13929684
123686806,0.017304307
123682609,0.011906395
123474533,0.03352408
123499844,0.15382838
123617630,0.09175087
123435099,0.3090887
123654049,0.104909964
123467373,0.06435261
123634739,0.05030659
123677929,0.090639494
123639692,0.08698534
123714860,0.03937868
123568321,0.4874948
123616345,0.16034678
123655803,0.1733069
123719420,0.05279657
123517286,0.049548473
123460457,0.010431743
123704907,0.009278738
123564284,0.059090104
123650072,0.07902908
123439708,0.081437774
123644487,0.13077483
123653776,0.01724924
123607738,0.08061372
123470707,0.008544703
123498200,0.03503804
123559397,0.08222399
123618608,0.023526799
123599222,0.062703505
123608428,0.043453753
123459389,0.007752751
123685381,0.09023964
123640229,0.080744065
123514370,0.03701514
123558009,0.057424106
123522229,0.012807134
123610401,0.08429166
123728199,0.055053797
123424359,0.031375013
123512557,0.089510694
123437309,0.041670945
123545832,0.057733357
123645646,0.110637255
123546541,0.09229017
123608863,0.026893487
123466055,0.08799636
123575367,0.085521914
123543811,0.0923102
123578740,0.07670806
123462525,0.042526543
123461898,0.051480003
123684371,0.02877732
123714115,0.106688485
123648785,0.08279528
123544067,0.05456498
123566288,0.12566105
123682716,0.04524809
123550072,0.037848286
123617427,0.082875706
123680499,0.26800442
123661679,0.08545728
123552622,0.11866977
123526415,0.09245479
123576504,0.026634527
123558594,0.29025078
123700563,0.12236155
123675195,0.16076313
123518967,0.08709322
123454967,0.018739535
123536863,0.075905226
123443999,0.188572
123437704,0.09113099
123519371,0.05386821
123656876,0.08344816
123706479,0.015126281
123665108,0.0572649
123722914,0.051686116
123636109,0.035479754
123516475,0.09713351
123719752,0.020697849
123456353,0.08468467
123681949,0.17949331
123503768,0.08158495
123706299,0.03282755
123709020,0.07184931
123478420,0.014592499
123588875,0.09188558
123594248,0.036168676
123435070,0.084701836
123577164,0.08293282
123424782,0.042128414
123692754,0.07956256
123675802,0.045028787
123571799,0.20601074
123453102,0.103357434
123660072,0.40714404
123626069,0.13331111
123561277,0.13139392
123563105,0.06847524
123555692,0.07773733
123573924,0.332792
123467677,0.0077938023
123535866,0.085260175
123497837,0.13144858
123707466,0.011799502
123504910,0.12957887
123727170,0.018774215
123532950,0.027729984
123663176,0.05303936
123502023,0.0816719
123438915,0.091582574
123572066,0.07305376
123506840,0.284532
123450176,0.048408873
123708351,0.18481167
123645674,0.08803064
123563552,0.12172455
123519213,0.05605804
123642710,0.28040096
123716296,0.16956069
123450384,0.17140462
123706294,0.07736168
123504896,0.09452792
123481356,0.044245064
123584186,0.0362356
123577770,0.057250142
123447903,0.048505455
123583501,0.08014095
123628567,0.04897213
123487921,0.074232124
123473001,0.064677164
123494046,0.07984276
123648468,0.11509126
123447339,0.07286663
123713816,0.023747021
123718977,0.039815877
123427535,0.010747284
123689824,0.03166466
123599898,0.042346116
123504156,0.11287241
123529847,0.120994814
123505067,0.08540787
123668253,0.06757107
123554210,0.12003764
123629703,0.14569688
123571990,0.09097634
123641368,0.020024586
123562416,0.16363153
123543756,0.05847876
123614679,0.060569037
123626203,0.06431614
123585438,0.037954237
123569915,0.039070133
123517587,0.031903733
123461923,0.08201611
123614190,0.07056435
123452958,0.036980145
123607658,0.09367674
123497029,0.035892073
123490253,0.027293505
123435466,0.08293282
123588725,0.0878668
123720237,0.16635159
123658526,0.04112967
123644403,0.05964891
123567443,0.024991201
123571867,0.3254288
123634861,0.07453563
123570330,0.051382933
123681918,0.06271156
123633620,0.04004884
123465694,0.010048726
123643215,0.022081574
123533333,0.06564919
123586487,0.051349666
123450561,0.042350147
123503780,0.05746926
123609923,0.08771295
123623516,0.0248221
123595209,0.08229588
123628764,0.18046127
123652222,0.15793182
123659291,0.07719565
