APPLICATION_NUMBER,TARGET
123707699,0.17679779
123661001,0.043041855
123608825,0.032966558
123693693,0.5434516
123486091,0.23891245
123703910,0.042288397
123425443,0.088179246
123484321,0.030093927
123559404,0.28061318
123504246,0.082326666
123477217,0.06370674
123689685,0.34757516
123523123,0.17556699
123459313,0.072335
123520611,0.13470852
123427062,0.06429391
123559891,0.3636189
123613692,0.0619654
123656988,0.031392507
123703706,0.08394537
123551214,0.089835845
123615994,0.04035415
123688273,0.030877063
123666976,0.17231472
123513114,0.27703634
123604250,0.04795868
123654082,0.031468693
123636224,0.5147684
123549108,0.031538706
123672991,0.10928249
123687822,0.1116075
123464046,0.0507253
123695595,0.05815983
123671167,0.18465845
123603658,0.030730858
123513251,0.107024886
123710906,0.10480655
123675318,0.042762075
123463870,0.1448901
123607824,0.14739016
123472971,0.03194802
123690383,0.23245274
123636762,0.10242493
123524861,0.11339948
123490002,0.028315047
123587773,0.06548843
123466912,0.20588829
123708859,0.055768948
123518418,0.11386393
123719527,0.14771697
123642704,0.029284421
123555993,0.11265306
123590906,0.03302943
123484942,0.17187284
123628018,0.031538706
123462260,0.056872554
123484840,0.08282687
123563842,0.11664397
123433369,0.031230701
123726753,0.030807046
123516134,0.50767297
123686218,0.25363424
123553259,0.056740694
123497350,0.07579614
123584871,0.04551935
123712125,0.028552672
123484061,0.11495376
123625893,0.10973875
123646920,0.09235958
123451446,0.038609825
123442361,0.13554043
123641678,0.15157047
123633617,0.035419606
123680919,0.11018575
123497969,0.34540683
123483126,0.035422094
123495547,0.05326296
123688483,0.06535337
123502232,0.12983085
123689548,0.03161926
123502280,0.05460264
123487175,0.18249324
123547383,0.032286964
123506275,0.09349614
123717674,0.120357454
123583718,0.04910286
123686611,0.3763907
123643251,0.030807046
123595365,0.029874338
123683581,0.084265366
123479608,0.05301811
123455648,0.029850055
123715984,0.09573678
123466804,0.043390196
123677928,0.19025387
123437685,0.042214576
123545142,0.27392942
123683585,0.09543651
123589632,0.051454134
123675679,0.028315047
123718435,0.12964521
123585349,0.13253595
123541700,0.124664284
123455139,0.09167874
123708637,0.09597684
123474266,0.084190264
123541029,0.061188426
123568092,0.096685484
123508233,0.08394537
123504509,0.14902249
123447772,0.27456573
123698273,0.14591835
123611178,0.06257444
123504186,0.070196055
123672763,0.26290768
123455628,0.2350945
123641502,0.028760914
123643766,0.03189852
123472157,0.056780614
123552163,0.14683624
123489059,0.22314565
123681260,0.10315811
123726514,0.1021446
123561588,0.046236414
123549881,0.07461489
123591467,0.09349614
123500488,0.19444446
123648638,0.0984111
123674636,0.095986195
123662102,0.04951358
123575264,0.028315047
123529009,0.3817558
123608559,0.036407407
123485249,0.03544177
123681243,0.029946895
123446133,0.028315047
123660290,0.12683631
123555612,0.032367878
123628689,0.029914271
123701642,0.083932266
123449748,0.10521562
123698107,0.23724642
123428876,0.049324166
123512528,0.18181062
123426953,0.085282825
123622629,0.031868033
123606664,0.12410236
123704197,0.11177373
123728712,0.028315047
123432742,0.15895692
123522497,0.5056001
123572320,0.031392507
123723551,0.09568238
123697955,0.08578298
123672276,0.07715971
123549105,0.16172518
123603391,0.10937846
123638144,0.032875095
123700677,0.039460752
123514036,0.06915419
123646327,0.14875141
123503794,0.043052305
123662732,0.04319795
123598450,0.0450792
123660430,0.14481452
123472390,0.028552672
123580504,0.10804411
123456003,0.11686079
123560738,0.1291349
123502102,0.040433485
123511260,0.16995303
123682993,0.08123553
123675526,0.039079223
123536093,0.119915016
123708572,0.040028118
123474070,0.11060661
123446701,0.5434516
123600179,0.10118038
123503541,0.07124926
123659318,0.23198493
123487844,0.26904136
123520561,0.2251914
123710379,0.05952319
123531572,0.07368243
123721710,0.0915981
123474989,0.11765506
123562118,0.099002324
123614083,0.21094523
123469707,0.028315047
123697586,0.07194441
123701436,0.031392507
123429123,0.04262657
123506473,0.1635664
123497814,0.10315468
123641541,0.09349614
123662084,0.031538706
123687027,0.09349614
123597400,0.110227056
123479695,0.10872696
123724131,0.09876194
123728483,0.18710256
123651501,0.030557832
123560993,0.028315047
123460330,0.12476481
123500844,0.028315047
123481830,0.04208682
123688931,0.03189852
123458045,0.08113144
123548288,0.032571297
123712411,0.099165104
123534032,0.08154953
123590530,0.5434516
123539826,0.09238994
123462257,0.06647991
123516883,0.08904492
123462841,0.09794692
123682283,0.088129826
123605712,0.094038956
123712724,0.1952542
123611258,0.028315047
123713754,0.028315047
123656940,0.05270863
123460399,0.49655983
123548908,0.0335468
123607111,0.030730858
123648829,0.04790019
123489790,0.1022666
123516591,0.066137426
123715652,0.028315047
123667136,0.5167132
123426441,0.040590834
123567100,0.06114831
123636640,0.029090375
123683319,0.08478036
123480631,0.34602448
123452366,0.45624065
123593673,0.24805792
123484710,0.10845208
123447029,0.13257845
123512390,0.10200647
123655783,0.08043873
123503839,0.03161926
123524459,0.08011029
123692537,0.05851668
123674493,0.10925273
123626995,0.06429391
123646065,0.03334695
123588860,0.06613033
123490970,0.033361513
123460998,0.48811844
123592408,0.094333395
123668387,0.11112762
123458611,0.03189852
123683945,0.119616635
123431278,0.24343407
123624516,0.118876025
123725812,0.08793856
123484993,0.11193289
123617117,0.031538706
123700209,0.030557832
123640339,0.068328485
123623221,0.111934885
123474436,0.400404
123424224,0.031392507
123603341,0.030557832
123427002,0.2578115
123511220,0.07098762
123495861,0.028315047
123472896,0.03121948
123683272,0.028315047
123446981,0.28743267
123445284,0.08132932
123723277,0.028315047
123513384,0.11795295
123497583,0.028315047
123593403,0.054117996
123711622,0.031968538
123557983,0.07088699
123560199,0.0755916
123497169,0.09349614
123706240,0.049929697
123441885,0.19772042
123577895,0.06694899
123434208,0.110038094
123667148,0.081793256
123677646,0.16296056
123615438,0.028315047
123465339,0.14166032
123723129,0.05950352
123711723,0.030557832
123549425,0.2177119
123632916,0.10716512
123489359,0.098309465
123471284,0.080822326
123490149,0.030557832
123513904,0.09386628
123661331,0.18916129
123651707,0.103291705
123431964,0.060992334
123561580,0.110227056
123423914,0.097289704
123525517,0.20577274
123694116,0.06535337
123545478,0.031468693
123460486,0.06292889
123617285,0.19543163
123683345,0.04569315
123563520,0.08948471
123545623,0.07805879
123659708,0.0637732
123487408,0.072563805
123430381,0.099486
123686050,0.18383516
123466023,0.48806316
123496372,0.09629116
123710487,0.09279021
123523278,0.08726714
123563801,0.11112762
123594630,0.18110237
123591505,0.031871833
123627606,0.045425326
123562845,0.060023244
123500129,0.028315047
123525504,0.03632343
123545896,0.07312244
123598432,0.048950814
123694370,0.028760914
123470914,0.12376661
123725230,0.21515559
123638132,0.05981618
123501810,0.055895384
123687802,0.030557832
123520410,0.030800875
123625340,0.10605532
123563024,0.08157797
123430624,0.056867816
123723356,0.06686561
123653832,0.055337943
123483475,0.10312485
123481395,0.11112762
123520795,0.10115868
123615551,0.11660499
123661703,0.028315047
123705089,0.04141433
123506782,0.07329119
123513967,0.1245491
123711665,0.081874155
123644552,0.25690767
123574590,0.09040088
123645220,0.029162074
123677049,0.11629402
123622217,0.062264275
123655170,0.23407678
123696520,0.039136082
123523436,0.08959145
123468901,0.10937192
123553957,0.03161926
123606581,0.028552672
123662951,0.031468693
123593521,0.08941293
123702554,0.0334884
123634317,0.14338765
123431145,0.109504476
123500453,0.14076057
123685563,0.10281303
123615634,0.030557832
123502153,0.106917694
123664077,0.07884102
123708177,0.08547672
123682256,0.031468693
123588341,0.028315047
123511184,0.08578298
123429269,0.16858374
123498521,0.044144023
123537586,0.1294581
123681117,0.04501059
123596493,0.028315047
123658300,0.0851817
123709501,0.044238012
123496273,0.06632096
123723019,0.06890198
123482318,0.24280904
123526259,0.03083176
123705779,0.09228187
123667833,0.1530937
123603271,0.03193805
123458013,0.08593934
123632008,0.033120267
123497510,0.07367044
123464710,0.08757017
123450887,0.054286797
123640299,0.07599759
123506424,0.029328002
123692166,0.32003832
123722872,0.031468693
123469741,0.09722974
123721822,0.028315047
123479322,0.028315047
123560630,0.028315047
123690135,0.14678498
123637633,0.11733519
123710903,0.028315047
123628953,0.086681
123717785,0.066700816
123712076,0.2847459
123440716,0.16604106
123498192,0.059899833
123647650,0.2655076
123719236,0.0586907
123610273,0.030557832
123551965,0.09068175
123445344,0.11874844
123608326,0.10981963
123646851,0.103797324
123592537,0.104665756
123588283,0.09950651
123662168,0.028760914
123535110,0.029401103
123702226,0.04410297
123624818,0.03342877
123559225,0.092864566
123692570,0.038113322
123684868,0.047914866
123672752,0.03895838
123656030,0.10765272
123665331,0.06546634
123485254,0.07966118
123563802,0.06051964
123681456,0.028315047
123448002,0.02977387
123427456,0.0288634
123591217,0.099766865
123613415,0.08219974
123553837,0.11806367
123681130,0.06529363
123719358,0.036938377
123622820,0.0422319
123543843,0.11323808
123485796,0.07034428
123682895,0.07194441
123446003,0.07409055
123466339,0.050219957
123653342,0.09296466
123432760,0.12603399
123717479,0.2728415
123538412,0.083666615
123690927,0.078353
123528739,0.055248953
123625962,0.19114535
123645363,0.06002406
123508617,0.18185854
123455450,0.028315047
123539196,0.08146127
123728144,0.20573924
123622702,0.084476724
123640741,0.030557832
123680812,0.05037987
123702168,0.030557832
123687171,0.049074434
123611957,0.102427915
123483404,0.052985664
123625287,0.084618516
123462798,0.031468693
123505170,0.031468693
123484538,0.11094063
123685886,0.25076094
123531897,0.51858217
123559443,0.12794636
123673349,0.08193363
123624051,0.030557832
123681003,0.07189617
123513409,0.028315047
123701394,0.22106865
123480096,0.10209752
123705345,0.2133068
123712856,0.03121948
123648649,0.028315047
123666212,0.29674822
123571097,0.030730858
123435811,0.20307429
123478450,0.101009525
123667608,0.17219158
123721307,0.13552104
123587981,0.06191058
123613525,0.031468693
123707621,0.06747142
123667583,0.085917905
123498755,0.34152788
123620409,0.077582374
123570958,0.10834013
123429920,0.27585173
123532534,0.102416255
123443310,0.09944926
123672562,0.031468693
123633744,0.028315047
123500529,0.114145346
123523887,0.07059928
123484387,0.11241675
123604630,0.08445488
123565692,0.031468693
123540898,0.05389316
123645888,0.110227056
123519541,0.07152033
123564581,0.12957434
123503368,0.13353388
123596015,0.05968919
123445358,0.36566064
123610988,0.09155041
123711095,0.0738128
123437761,0.070839085
123430796,0.07140321
123538507,0.094789624
123719796,0.106955886
123586990,0.10150913
123503459,0.053855766
123524785,0.081570044
123535311,0.07763416
123441137,0.045943122
123457332,0.12405182
123469710,0.056149993
123622591,0.030730858
123543042,0.5056001
123684355,0.391893
123467301,0.076661
123573461,0.10726429
123569617,0.028315047
123559306,0.1012362
123613245,0.029536244
123622845,0.12111396
123503443,0.05375231
123566575,0.034476936
123684269,0.040162724
123673910,0.19755547
123515000,0.029090375
123721433,0.1026805
123464374,0.07861028
123484635,0.36389798
123518190,0.09641158
123494279,0.08394537
123432539,0.1255922
123606566,0.056210697
123569415,0.18379737
123525573,0.028760914
123626449,0.05703873
123484944,0.06522152
123658126,0.031468693
123682788,0.05094361
123488689,0.09124972
123599820,0.031392507
123503635,0.08721226
123653316,0.08883158
123729002,0.060952578
123636260,0.035251517
123556742,0.052416377
123609994,0.088428326
123504935,0.03443583
123568556,0.1057504
123461557,0.1263666
123718353,0.10342793
123477634,0.12349121
123488922,0.10780156
123511328,0.07665364
123451298,0.22428764
123647843,0.04532046
123723230,0.16234592
123469512,0.0596169
123712495,0.07943434
123567727,0.10550868
123531976,0.098756716
123689093,0.11018575
123652390,0.03922669
123438214,0.1153179
123427015,0.11018575
123620700,0.08714945
123460980,0.031392507
123510475,0.028315047
123583795,0.030111965
123611575,0.11258034
123635551,0.049952693
123471116,0.028315047
123473869,0.1519265
123600664,0.04764193
123443238,0.050363593
123448663,0.16185196
123612156,0.16397998
123564264,0.21844283
123700636,0.05320355
123500755,0.03981513
123539851,0.079367466
123709208,0.05709245
123634565,0.11258034
123704199,0.098085575
123677517,0.028315047
123641308,0.18543409
123575475,0.08831525
123477344,0.05038389
123639162,0.058084838
123464061,0.110227056
123718022,0.10161053
123580721,0.030773612
123730553,0.084801994
123702949,0.099917576
123582560,0.08444553
123681224,0.11599048
123536012,0.10626207
123553977,0.2286817
123509498,0.10604935
123575303,0.051017217
123663659,0.045530684
123642468,0.096028134
123551379,0.13475522
123690274,0.13622592
123582933,0.032022115
123704434,0.095388584
123543153,0.07865629
123611592,0.043986645
123471822,0.103237405
123521368,0.050628904
123567205,0.056902688
123553343,0.09681593
123665258,0.113044806
123536194,0.028315047
123550743,0.10261216
123426016,0.032847203
123463965,0.24260841
123679861,0.18006529
123485456,0.068153165
123527072,0.123106636
123563372,0.028315047
123698307,0.028315047
123425312,0.21496503
123443252,0.1333323
123424754,0.04605835
123622070,0.07488982
123589723,0.10586985
123690404,0.10893214
123538450,0.07718011
123571351,0.028552672
123646602,0.09285075
123678235,0.031392507
123610129,0.035502642
123696830,0.05188691
123560045,0.05146813
123677875,0.09600313
123552394,0.17808329
123575490,0.09256167
123498168,0.08371158
123526069,0.030807046
123441936,0.27312714
123543604,0.055429123
123713377,0.10860998
123612016,0.10566992
123458250,0.028315047
123555717,0.10766475
123507063,0.21558066
123696736,0.042660575
123671624,0.032018036
123472799,0.16196164
123434930,0.04302178
123537945,0.052207768
123651729,0.086659804
123661825,0.036550757
123716415,0.2341067
123548301,0.031468693
123703133,0.045709558
123645430,0.10513675
123551462,0.08573066
123635652,0.12578931
123674535,0.08188399
123541903,0.04923143
123584524,0.031468693
123717038,0.100202546
123496222,0.09223586
123601177,0.13880078
123726084,0.11681292
123510439,0.028315047
123679886,0.093386225
123663564,0.12104837
123569677,0.031468693
123493134,0.053708203
123561599,0.034048837
123447534,0.092007555
123571650,0.15345083
123638402,0.11408119
123663134,0.14080049
123458923,0.04054908
123595360,0.084813245
123441018,0.050620027
123478328,0.28930068
123634304,0.05685078
123452887,0.28629607
123568020,0.10419694
123579837,0.07425118
123496691,0.11851638
123681725,0.051218282
123437468,0.028315047
123547768,0.13980761
123684987,0.06535337
123436520,0.12639795
123594456,0.10030015
123724413,0.23420253
123619548,0.11629347
123693063,0.0340086
123587438,0.09038981
123424744,0.255424
123446829,0.042759955
123605167,0.028315047
123670729,0.032661743
123720007,0.031468693
123452160,0.04295534
123524213,0.09616847
123503897,0.0787778
123727947,0.0320186
123641100,0.100410424
123599939,0.08011345
123542826,0.08298456
123551425,0.04598466
123433780,0.14629975
123482710,0.094956
123515655,0.2190858
123445733,0.087287374
123449709,0.09349614
123520353,0.07507025
123498086,0.05619985
123455891,0.066366054
123481995,0.036400195
123537350,0.11410215
123697606,0.07874451
123671367,0.1453789
123617348,0.11354903
123617098,0.035894465
123488818,0.070061
123462169,0.07132817
123629612,0.1788561
123524642,0.030557832
123467152,0.09608173
123581387,0.19653621
123599167,0.092716694
123646472,0.16606149
123575630,0.047131546
123650661,0.062854536
123557073,0.100082345
123721093,0.09214341
123621593,0.036398757
123592738,0.031295665
123722042,0.031468693
123500072,0.08611522
123663330,0.06278013
123519511,0.095544256
123448037,0.10548841
123513616,0.12473401
123603051,0.03121948
123533015,0.05192467
123464390,0.030730858
123682858,0.05465996
123622200,0.04096546
123585250,0.11741429
123680236,0.04556789
123672432,0.049783323
123605691,0.08260298
123724856,0.120977335
123612763,0.08818696
123594350,0.47696042
123715455,0.028315047
123604536,0.028315047
123531918,0.028315047
123505482,0.081535175
123686854,0.031392507
123643369,0.10430466
123485069,0.22668707
123641907,0.103796065
123629633,0.02917157
123691622,0.19611706
123435104,0.28256002
123598286,0.0975445
123552575,0.070613824
123515065,0.11534071
123713098,0.047616966
123686226,0.05098128
123494091,0.13087545
123580865,0.11202631
123499257,0.030730858
123592715,0.028315047
123722021,0.042620774
123517539,0.03897694
123659626,0.057021927
123542181,0.062870435
123669622,0.11348601
123693278,0.070945986
123619825,0.079913504
123431188,0.05417863
123640966,0.042415798
123713721,0.17425145
123450286,0.057830073
123632957,0.053220265
123544800,0.030557832
123681029,0.17669845
123492598,0.038196392
123559161,0.055437535
123586562,0.06640791
123501044,0.22916794
123711790,0.23740892
123542242,0.16227145
123686806,0.030557832
123682609,0.028315047
123474533,0.043067448
123499844,0.17716609
123617630,0.11371474
123435099,0.42392755
123654049,0.12455072
123467373,0.07668285
123634739,0.066420205
123677929,0.10081945
123639692,0.10202875
123714860,0.047312878
123568321,0.50019497
123616345,0.18331398
123655803,0.20790772
123719420,0.06423334
123517286,0.052806146
123460457,0.028315047
123704907,0.028315047
123564284,0.07661887
123650072,0.08691706
123439708,0.08729524
123644487,0.15326837
123653776,0.030557832
123607738,0.092584856
123470707,0.028315047
123498200,0.04277999
123559397,0.10579119
123618608,0.031295665
123599222,0.07388753
123608428,0.056474146
123459389,0.028315047
123685381,0.10819056
123640229,0.08879221
123514370,0.048624072
123558009,0.072593115
123522229,0.028315047
123610401,0.100560315
123728199,0.06759955
123424359,0.039622117
123512557,0.110800885
123437309,0.05047512
123545832,0.0705951
123645646,0.13997377
123546541,0.11103367
123608863,0.03573906
123466055,0.108255245
123575367,0.10586236
123543811,0.11031825
123578740,0.09541314
123462525,0.055734456
123461898,0.068328485
123684371,0.036481373
123714115,0.126979
123648785,0.10772224
123544067,0.072022736
123566288,0.13278247
123682716,0.05589404
123550072,0.048698355
123617427,0.09794329
123680499,0.2789924
123661679,0.0949195
123552622,0.15423055
123526415,0.11408119
123576504,0.031868033
123558594,0.32632676
123700563,0.12863976
123675195,0.18903278
123518967,0.0990542
123454967,0.029946895
123536863,0.08394537
123443999,0.20308176
123437704,0.110800885
123519371,0.054435547
123656876,0.107983
123706479,0.02977387
123665108,0.06706028
123722914,0.056431275
123636109,0.045604426
123516475,0.112390794
123719752,0.03077129
123456353,0.100560315
123681949,0.24189219
123503768,0.091544524
123706299,0.038191088
123709020,0.084502585
123478420,0.02977387
123588875,0.09889923
123594248,0.050690953
123435070,0.089822985
123577164,0.09349614
123424782,0.049571864
123692754,0.09050804
123675802,0.060442217
123571799,0.23855054
123453102,0.12584952
123660072,0.44326663
123626069,0.15331249
123561277,0.1614149
123563105,0.08379932
123555692,0.09254701
123573924,0.35670504
123467677,0.028315047
123535866,0.1182775
123497837,0.1457071
123707466,0.028315047
123504910,0.1616516
123727170,0.029909892
123532950,0.033671144
123663176,0.06984357
123502023,0.08780224
123438915,0.110800885
123572066,0.082212396
123506840,0.36159086
123450176,0.063419074
123708351,0.21167526
123645674,0.1070229
123563552,0.15242088
123519213,0.068464644
123642710,0.2798117
123716296,0.20472708
123450384,0.20144726
123706294,0.09137313
123504896,0.10261659
123481356,0.053167675
123584186,0.05332889
123577770,0.072815135
123447903,0.06591686
123583501,0.091752015
123628567,0.06523907
123487921,0.07921148
123473001,0.07862928
123494046,0.09593675
123648468,0.1425664
123447339,0.081241
123713816,0.031392507
123718977,0.050056916
123427535,0.028315047
123689824,0.03161926
123599898,0.05381056
123504156,0.14286336
123529847,0.1367594
123505067,0.1125577
123668253,0.07588502
123554210,0.13951889
123629703,0.17873676
123571990,0.111770645
123641368,0.030557832
123562416,0.19244337
123543756,0.07182346
123614679,0.06623874
123626203,0.08589887
123585438,0.050270144
123569915,0.050771307
123517587,0.036258377
123461923,0.08925028
123614190,0.08162562
123452958,0.049900305
123607658,0.13142766
123497029,0.044848192
123490253,0.033379156
123435466,0.09349614
123588725,0.10018098
123720237,0.20685785
123658526,0.047203366
123644403,0.06735169
123567443,0.031538706
123571867,0.35553375
123634861,0.08379932
123570330,0.059683684
123681918,0.07638619
123633620,0.04812398
123465694,0.028315047
123643215,0.030564966
123533333,0.07364495
123586487,0.058235507
123450561,0.05304528
123503780,0.07192993
123609923,0.102807336
123623516,0.031538706
123595209,0.095113575
123628764,0.19563468
123652222,0.20480527
123659291,0.08394537
123573838,0.1865829
123495147,0.090732515
